persona_item,category,confidence_score_init,source_interaction_type,source_object_id,source_timestamp,formatted_timestamp,source_hashtags,interaction_format,confidence_cross_referenced,relationship_type,related_personas,stereotype_mark,split,distractor_persona_item,distractor_category
Aspires to strong family traditions and shared routines,family bonding and togetherness,0.68,implicit_positive,792987,1775794997,"04:23, 04/10/2026","[""#Family""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Aspires to strong family traditions and shared routines"", ""type"": ""similar""}]",stereotypical,train,,
Enjoys content celebrating involved fatherhood,fatherhood and dad culture,0.55,implicit_positive,792987,1775794997,"04:23, 04/10/2026","[""#Dads""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Enjoys content celebrating involved fatherhood"", ""type"": ""similar""}]",neutral,train,,
Appreciates dad-oriented humor and family interplay,fatherhood and dad culture,0.58,implicit_positive,792987,1775794997,"04:23, 04/10/2026","[""#Dads""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Appreciates dad-oriented humor and family interplay"", ""type"": ""similar""}]",neutral,train,,
Invested in self-care routines and self-expression,self-care and personal wellness,0.68,implicit_positive,792987,1775794997,"04:23, 04/10/2026","[""#Gratitude""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Invested in self-care routines and self-expression"", ""type"": ""similar""}]",neutral,train,,
Believes confidence and positivity are important daily practices,self-care and personal wellness,0.62,implicit_positive,792987,1775794997,"04:23, 04/10/2026","[""#Gratitude""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Believes confidence and positivity are important daily practices"", ""type"": ""similar""}]",neutral,train,,
Looks for motivational and personal-growth content,self-care and personal wellness,0.6,implicit_positive,792987,1775794997,"04:23, 04/10/2026","[""#Gratitude""]",Instagram: viewed more than 75% of the reel,1.0,similar,"[{""persona_item"": ""Looks for motivational and personal-growth content"", ""type"": ""similar""}]",neutral,train,,
Enjoys home cooking and preparing family meals,home cooking and food,0.83,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#cookingwithlove"", ""#cookware"", ""#homecooking""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Enjoys home cooking and preparing family meals"", ""type"": ""similar""}]",stereotypical,train,,
Seeks easy recipe inspiration online,home cooking and food,0.77,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#cookingwithlove"", ""#cookware"", ""#homecooking""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Seeks easy recipe inspiration online"", ""type"": ""similar""}]",neutral,train,,
Appreciates food content that feels homemade and wholesome,home cooking and food,0.73,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#cookingwithlove"", ""#cookware"", ""#homecooking""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Appreciates food content that feels homemade and wholesome"", ""type"": ""similar""}]",neutral,train,,
Values cooking as an act of love and family care,home cooking and food,0.71,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#cookingwithlove"", ""#cookware"", ""#homecooking""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Values cooking as an act of love and family care"", ""type"": ""similar""}]",stereotypical,train,,
Has a sweet tooth and enjoys desserts,home cooking and food,0.6,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#cookingwithlove"", ""#cookware"", ""#homecooking""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Has a sweet tooth and enjoys desserts"", ""type"": ""similar""}]",neutral,train,,
Centers family togetherness as a core value,family bonding and togetherness,0.83,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#familybonding"", ""#familyfun""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Centers family togetherness as a core value"", ""type"": ""similar""}]",stereotypical,train,,
Enjoys wholesome family-activity content,family bonding and togetherness,0.75,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#familybonding"", ""#familyfun""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Enjoys wholesome family-activity content"", ""type"": ""similar""}]",neutral,train,,
Aspires to strong family traditions and shared routines,family bonding and togetherness,0.71,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#familybonding"", ""#familyfun""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Aspires to strong family traditions and shared routines"", ""type"": ""similar""}]",stereotypical,train,,
Seeks practical parenting tips and hacks,parenting and child-rearing,0.7,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#parentinghacks""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Seeks practical parenting tips and hacks"", ""type"": ""similar""}]",neutral,train,,
Enjoys humor that pokes fun at the chaos of parenting,parenting and child-rearing,0.72,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#parentinghacks""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Enjoys humor that pokes fun at the chaos of parenting"", ""type"": ""similar""}]",neutral,train,,
Feels validated by content about parenting struggles,parenting and child-rearing,0.65,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#parentinghacks""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Feels validated by content about parenting struggles"", ""type"": ""similar""}]",neutral,train,,
Looks for relatable everyday parenting stories,parenting and child-rearing,0.7,implicit_positive,303353,1775794997,"04:23, 04/10/2026","[""#parentinghacks""]",Facebook: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Looks for relatable everyday parenting stories"", ""type"": ""similar""}]",neutral,train,,
Centers family togetherness as a core value,family bonding and togetherness,0.9,explicit_positive,604072,1775795013,"04:23, 04/10/2026","[""#FamilyFun"", ""#FamilyGoals"", ""#FamilyPhotoshoot""]",Threads: viewed more than 75% of the long post,1.0,similar,"[{""persona_item"": ""Centers family togetherness as a core value"", ""type"": ""similar""}]",stereotypical,train,,
Enjoys wholesome family-activity content,family bonding and togetherness,0.82,explicit_positive,604072,1775795013,"04:23, 04/10/2026","[""#FamilyFun"", ""#FamilyGoals"", ""#FamilyPhotoshoot""]",Threads: viewed more than 75% of the long post,1.0,similar,"[{""persona_item"": ""Enjoys wholesome family-activity content"", ""type"": ""similar""}]",neutral,train,,
Aspires to strong family traditions and shared routines,family bonding and togetherness,0.78,explicit_positive,604072,1775795013,"04:23, 04/10/2026","[""#FamilyFun"", ""#FamilyGoals"", ""#FamilyPhotoshoot""]",Threads: viewed more than 75% of the long post,1.0,similar,"[{""persona_item"": ""Aspires to strong family traditions and shared routines"", ""type"": ""similar""}]",stereotypical,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.85,explicit_positive,604072,1775795013,"04:23, 04/10/2026","[""#FunnyMike""]",Threads: viewed more than 75% of the long post,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,train,,
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.83,explicit_positive,604072,1775795013,"04:23, 04/10/2026","[""#FunnyMike""]",Threads: viewed more than 75% of the long post,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,train,,
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.67,explicit_positive,604072,1775795013,"04:23, 04/10/2026","[""#FunnyMike""]",Threads: viewed more than 75% of the long post,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,train,,
Follows comedy creators and prank content,comedy and humor content,0.65,explicit_positive,604072,1775795013,"04:23, 04/10/2026","[""#FunnyMike""]",Threads: viewed more than 75% of the long post,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,train,,
Enjoys matching-outfit and 'twinning' content with family,matching outfits and twinning moments,0.6,explicit_positive,604072,1775795013,"04:23, 04/10/2026","[""#MatchingOutfits""]",Threads: viewed more than 75% of the long post,0.6,similar,"[{""persona_item"": ""Enjoys matching-outfit and 'twinning' content with family"", ""type"": ""similar""}]",neutral,train,,
Enjoys home cooking and preparing family meals,home cooking and food,0.83,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#cookingwithlove"", ""#foodie"", ""#homcooking""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys home cooking and preparing family meals"", ""type"": ""similar""}]",stereotypical,train,,
Seeks easy recipe inspiration online,home cooking and food,0.77,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#cookingwithlove"", ""#foodie"", ""#homcooking""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Seeks easy recipe inspiration online"", ""type"": ""similar""}]",neutral,train,,
Appreciates food content that feels homemade and wholesome,home cooking and food,0.73,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#cookingwithlove"", ""#foodie"", ""#homcooking""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Appreciates food content that feels homemade and wholesome"", ""type"": ""similar""}]",neutral,train,,
Values cooking as an act of love and family care,home cooking and food,0.71,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#cookingwithlove"", ""#foodie"", ""#homcooking""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values cooking as an act of love and family care"", ""type"": ""similar""}]",stereotypical,train,,
Has a sweet tooth and enjoys desserts,home cooking and food,0.6,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#cookingwithlove"", ""#foodie"", ""#homcooking""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Has a sweet tooth and enjoys desserts"", ""type"": ""similar""}]",neutral,train,,
Centers family togetherness as a core value,family bonding and togetherness,0.8,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#familymeals""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Centers family togetherness as a core value"", ""type"": ""similar""}]",stereotypical,train,,
Enjoys wholesome family-activity content,family bonding and togetherness,0.72,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#familymeals""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys wholesome family-activity content"", ""type"": ""similar""}]",neutral,train,,
Aspires to strong family traditions and shared routines,family bonding and togetherness,0.68,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#familymeals""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Aspires to strong family traditions and shared routines"", ""type"": ""similar""}]",stereotypical,train,,
Seeks practical parenting tips and hacks,parenting and child-rearing,0.7,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#parentingmoments""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Seeks practical parenting tips and hacks"", ""type"": ""similar""}]",neutral,train,,
Enjoys humor that pokes fun at the chaos of parenting,parenting and child-rearing,0.72,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#parentingmoments""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys humor that pokes fun at the chaos of parenting"", ""type"": ""similar""}]",neutral,train,,
Feels validated by content about parenting struggles,parenting and child-rearing,0.65,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#parentingmoments""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Feels validated by content about parenting struggles"", ""type"": ""similar""}]",neutral,train,,
Looks for relatable everyday parenting stories,parenting and child-rearing,0.7,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#parentingmoments""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Looks for relatable everyday parenting stories"", ""type"": ""similar""}]",neutral,train,,
Enjoys beauty and nail-art content,"beauty, nails, and personal style",0.7,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#lifestyle""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys beauty and nail-art content"", ""type"": ""similar""}]",stereotypical,train,,
Keeps up with fashion and personal style inspiration,"beauty, nails, and personal style",0.6,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#lifestyle""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Keeps up with fashion and personal style inspiration"", ""type"": ""similar""}]",neutral,train,,
"Values presenting a polished, put-together look","beauty, nails, and personal style",0.58,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#lifestyle""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values presenting a polished, put-together look"", ""type"": ""similar""}]",neutral,train,,
Actively engaged in daily motherhood experiences,motherhood and parenting,0.82,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#momlife""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Actively engaged in daily motherhood experiences"", ""type"": ""similar""}]",stereotypical,train,,
Parenting young children at home,motherhood and parenting,0.78,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#momlife""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Parenting young children at home"", ""type"": ""similar""}]",neutral,train,,
Follows mom-oriented lifestyle content creators,motherhood and parenting,0.75,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#momlife""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Follows mom-oriented lifestyle content creators"", ""type"": ""similar""}]",neutral,train,,
"Values sharing candid, real-life parenting moments",motherhood and parenting,0.68,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#momlife""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values sharing candid, real-life parenting moments"", ""type"": ""similar""}]",neutral,train,,
Identifies strongly with a community of mothers online,motherhood and parenting,0.72,implicit_positive,584465,1775795020,"04:23, 04/10/2026","[""#momlife""]",Threads: stayed on a thread for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Identifies strongly with a community of mothers online"", ""type"": ""similar""}]",neutral,train,,
Enjoys dance content and casual music videos,dance and dance-music content,0.73,explicit_positive,27438,1775795212,"04:26, 04/10/2026","[""#dance"", ""#dancegroup""]",Chatbot (knowledge exploration): positive response/comments to strong extent in next turn,1.0,similar,"[{""persona_item"": ""Enjoys dance content and casual music videos"", ""type"": ""similar""}]",neutral,train,,
"Likely dances at home, at parties, or with family",dance and dance-music content,0.63,explicit_positive,27438,1775795212,"04:26, 04/10/2026","[""#dance"", ""#dancegroup""]",Chatbot (knowledge exploration): positive response/comments to strong extent in next turn,1.0,similar,"[{""persona_item"": ""Likely dances at home, at parties, or with family"", ""type"": ""similar""}]",neutral,train,,
Values close female friendships and squad bonding,friendship and squad dynamics,0.73,explicit_positive,27438,1775795212,"04:26, 04/10/2026","[""#girlpower""]",Chatbot (knowledge exploration): positive response/comments to strong extent in next turn,1.0,similar,"[{""persona_item"": ""Values close female friendships and squad bonding"", ""type"": ""similar""}]",neutral,train,,
Engages with content celebrating friendship milestones,friendship and squad dynamics,0.67,explicit_positive,27438,1775795212,"04:26, 04/10/2026","[""#girlpower""]",Chatbot (knowledge exploration): positive response/comments to strong extent in next turn,1.0,similar,"[{""persona_item"": ""Engages with content celebrating friendship milestones"", ""type"": ""similar""}]",neutral,train,,
Supports women empowerment themes and female-centric content,women's empowerment,0.75,explicit_positive,27438,1775795212,"04:26, 04/10/2026","[""#girlpower""]",Chatbot (knowledge exploration): positive response/comments to strong extent in next turn,1.0,similar,"[{""persona_item"": ""Supports women empowerment themes and female-centric content"", ""type"": ""similar""}]",neutral,train,,
Likely identifies as a woman and connects with empowerment messaging,women's empowerment,0.8,explicit_positive,27438,1775795212,"04:26, 04/10/2026","[""#girlpower""]",Chatbot (knowledge exploration): positive response/comments to strong extent in next turn,1.0,similar,"[{""persona_item"": ""Likely identifies as a woman and connects with empowerment messaging"", ""type"": ""similar""}]",neutral,train,,
Enjoys beauty and nail-art content,"beauty, nails, and personal style",0.75,explicit_positive,27438,1775795212,"04:26, 04/10/2026","[""#uniformstyle""]",Chatbot (knowledge exploration): positive response/comments to strong extent in next turn,1.0,similar,"[{""persona_item"": ""Enjoys beauty and nail-art content"", ""type"": ""similar""}]",stereotypical,train,,
Keeps up with fashion and personal style inspiration,"beauty, nails, and personal style",0.65,explicit_positive,27438,1775795212,"04:26, 04/10/2026","[""#uniformstyle""]",Chatbot (knowledge exploration): positive response/comments to strong extent in next turn,1.0,similar,"[{""persona_item"": ""Keeps up with fashion and personal style inspiration"", ""type"": ""similar""}]",neutral,train,,
"Values presenting a polished, put-together look","beauty, nails, and personal style",0.63,explicit_positive,27438,1775795212,"04:26, 04/10/2026","[""#uniformstyle""]",Chatbot (knowledge exploration): positive response/comments to strong extent in next turn,1.0,similar,"[{""persona_item"": ""Values presenting a polished, put-together look"", ""type"": ""similar""}]",neutral,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.88,explicit_positive,938373,1775795237,"04:27, 04/10/2026","[""#comedy"", ""#funnyvideos""]",Threads: liked,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,train,,
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.86,explicit_positive,938373,1775795237,"04:27, 04/10/2026","[""#comedy"", ""#funnyvideos""]",Threads: liked,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,train,,
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.7,explicit_positive,938373,1775795237,"04:27, 04/10/2026","[""#comedy"", ""#funnyvideos""]",Threads: liked,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,train,,
Follows comedy creators and prank content,comedy and humor content,0.68,explicit_positive,938373,1775795237,"04:27, 04/10/2026","[""#comedy"", ""#funnyvideos""]",Threads: liked,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,train,,
Gravitates toward content that mirrors everyday life experiences,relatable everyday content,0.77,explicit_positive,938373,1775795237,"04:27, 04/10/2026","[""#relatable""]",Threads: liked,1.0,similar,"[{""persona_item"": ""Gravitates toward content that mirrors everyday life experiences"", ""type"": ""similar""}]",neutral,train,,
Finds comfort in 'that's so me' style posts,relatable everyday content,0.7,explicit_positive,938373,1775795237,"04:27, 04/10/2026","[""#relatable""]",Threads: liked,1.0,similar,"[{""persona_item"": ""Finds comfort in 'that's so me' style posts"", ""type"": ""similar""}]",neutral,train,,
Enjoys home cooking and preparing family meals,home cooking and food,0.81,implicit_positive,518910,1775795287,"04:28, 04/10/2026","[""#FoodDelivery"", ""#Foodie""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys home cooking and preparing family meals"", ""type"": ""similar""}]",stereotypical,train,,
Seeks easy recipe inspiration online,home cooking and food,0.75,implicit_positive,518910,1775795287,"04:28, 04/10/2026","[""#FoodDelivery"", ""#Foodie""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Seeks easy recipe inspiration online"", ""type"": ""similar""}]",neutral,train,,
Appreciates food content that feels homemade and wholesome,home cooking and food,0.71,implicit_positive,518910,1775795287,"04:28, 04/10/2026","[""#FoodDelivery"", ""#Foodie""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Appreciates food content that feels homemade and wholesome"", ""type"": ""similar""}]",neutral,train,,
Values cooking as an act of love and family care,home cooking and food,0.69,implicit_positive,518910,1775795287,"04:28, 04/10/2026","[""#FoodDelivery"", ""#Foodie""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values cooking as an act of love and family care"", ""type"": ""similar""}]",stereotypical,train,,
Has a sweet tooth and enjoys desserts,home cooking and food,0.58,implicit_positive,518910,1775795287,"04:28, 04/10/2026","[""#FoodDelivery"", ""#Foodie""]",Instagram: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Has a sweet tooth and enjoys desserts"", ""type"": ""similar""}]",neutral,train,,
Seeks practical parenting tips and hacks,parenting and child-rearing,0.8,explicit_positive,275987,1775795319,"04:28, 04/10/2026","[""#parentinghumor"", ""#parentingstruggles"", ""#parentingtips"", ""#relatableparenting""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Seeks practical parenting tips and hacks"", ""type"": ""similar""}]",neutral,train,,
Enjoys humor that pokes fun at the chaos of parenting,parenting and child-rearing,0.82,explicit_positive,275987,1775795319,"04:28, 04/10/2026","[""#parentinghumor"", ""#parentingstruggles"", ""#parentingtips"", ""#relatableparenting""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Enjoys humor that pokes fun at the chaos of parenting"", ""type"": ""similar""}]",neutral,train,,
Feels validated by content about parenting struggles,parenting and child-rearing,0.75,explicit_positive,275987,1775795319,"04:28, 04/10/2026","[""#parentinghumor"", ""#parentingstruggles"", ""#parentingtips"", ""#relatableparenting""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Feels validated by content about parenting struggles"", ""type"": ""similar""}]",neutral,train,,
Looks for relatable everyday parenting stories,parenting and child-rearing,0.8,explicit_positive,275987,1775795319,"04:28, 04/10/2026","[""#parentinghumor"", ""#parentingstruggles"", ""#parentingtips"", ""#relatableparenting""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Looks for relatable everyday parenting stories"", ""type"": ""similar""}]",neutral,test,"Active across Instagram Reels, Threads, and similar platforms",viral and trending social content
Enjoys content celebrating involved fatherhood,fatherhood and dad culture,0.6,explicit_positive,275987,1775795319,"04:28, 04/10/2026","[""#dadlife""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Enjoys content celebrating involved fatherhood"", ""type"": ""similar""}]",neutral,test,Enjoys home cooking and preparing family meals,home cooking and food
Appreciates dad-oriented humor and family interplay,fatherhood and dad culture,0.63,explicit_positive,275987,1775795319,"04:28, 04/10/2026","[""#dadlife""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Appreciates dad-oriented humor and family interplay"", ""type"": ""similar""}]",neutral,test,Follows mom-oriented lifestyle content creators,motherhood and parenting
Has or is close to young children and infants,babies and young children,0.81,explicit_positive,275987,1775795319,"04:28, 04/10/2026","[""#kidlogic""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Has or is close to young children and infants"", ""type"": ""similar""}]",neutral,test,Interested in protective natural hair styles like braids and weaves,hair care and styling
Finds joy in sharing everyday moments of toddlers,babies and young children,0.7,explicit_positive,275987,1775795319,"04:28, 04/10/2026","[""#kidlogic""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Finds joy in sharing everyday moments of toddlers"", ""type"": ""similar""}]",neutral,test,Deeply invested in hair care and styling routines,hair care and styling
Likely a parent navigating the early-childhood years,babies and young children,0.77,explicit_positive,275987,1775795319,"04:28, 04/10/2026","[""#kidlogic""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Likely a parent navigating the early-childhood years"", ""type"": ""similar""}]",neutral,test,Finds comfort in 'that's so me' style posts,relatable everyday content
Enjoys nostalgic throwback content from earlier eras,nostalgia and throwback memories,0.67,implicit_positive,750228,1775795561,"04:32, 04/10/2026","[""#childhoodmemories"", ""#nostalgia"", ""#throwback""]",Threads: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Enjoys nostalgic throwback content from earlier eras"", ""type"": ""similar""}]",neutral,test,"Values sharing candid, real-life parenting moments",motherhood and parenting
Values memory-keeping and shared cultural references,nostalgia and throwback memories,0.63,implicit_positive,750228,1775795561,"04:32, 04/10/2026","[""#childhoodmemories"", ""#nostalgia"", ""#throwback""]",Threads: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Values memory-keeping and shared cultural references"", ""type"": ""similar""}]",neutral,test,"Values sharing candid, real-life parenting moments",motherhood and parenting
Invested in romantic relationship content,romantic couple relationships,0.78,implicit_positive,750228,1775795561,"04:32, 04/10/2026","[""#lipglosslover""]",Threads: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Invested in romantic relationship content"", ""type"": ""similar""}]",neutral,test,Invested in self-care routines and self-expression,self-care and personal wellness
Values long-term committed partnerships,romantic couple relationships,0.72,implicit_positive,750228,1775795561,"04:32, 04/10/2026","[""#lipglosslover""]",Threads: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Values long-term committed partnerships"", ""type"": ""similar""}]",neutral,test,"Values sharing candid, real-life parenting moments",motherhood and parenting
Enjoys aspirational couple imagery and moments,romantic couple relationships,0.66,implicit_positive,750228,1775795561,"04:32, 04/10/2026","[""#lipglosslover""]",Threads: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Enjoys aspirational couple imagery and moments"", ""type"": ""similar""}]",neutral,test,Responds emotionally to touching or inspirational stories,heartwarming and feel-good content
Finds humor in everyday couple dynamics,romantic couple relationships,0.65,implicit_positive,750228,1775795561,"04:32, 04/10/2026","[""#lipglosslover""]",Threads: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Finds humor in everyday couple dynamics"", ""type"": ""similar""}]",neutral,test,Follows mom-oriented lifestyle content creators,motherhood and parenting
Gravitates toward content that mirrors everyday life experiences,relatable everyday content,0.72,implicit_positive,750228,1775795561,"04:32, 04/10/2026","[""#relatablemoments""]",Threads: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Gravitates toward content that mirrors everyday life experiences"", ""type"": ""similar""}]",neutral,test,Enjoys short-form comedy reels and viral funny clips,comedy and humor content
Finds comfort in 'that's so me' style posts,relatable everyday content,0.65,implicit_positive,750228,1775795561,"04:32, 04/10/2026","[""#relatablemoments""]",Threads: viewed more than 75% of the video,1.0,similar,"[{""persona_item"": ""Finds comfort in 'that's so me' style posts"", ""type"": ""similar""}]",neutral,test,Enjoys aspirational couple imagery and moments,romantic couple relationships
Follows niche individual creators by handle,specific creator followings,0.5,implicit_positive,995882,1775795565,"04:32, 04/10/2026","[""#itsmarionique""]",Facebook: viewed more than 75% of the video,0.2,similar,"[{""persona_item"": ""Follows niche individual creators by handle"", ""type"": ""similar""}]",neutral,train,,
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.9,explicit_positive,406283,1775795604,"04:33, 04/10/2026","[""#ComedyGold"", ""#LaughOutLoud"", ""#ShareTheFunny""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,test,Appreciates food content that feels homemade and wholesome,home cooking and food
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.88,explicit_positive,406283,1775795604,"04:33, 04/10/2026","[""#ComedyGold"", ""#LaughOutLoud"", ""#ShareTheFunny""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,test,Finds humor in everyday couple dynamics,romantic couple relationships
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.72,explicit_positive,406283,1775795604,"04:33, 04/10/2026","[""#ComedyGold"", ""#LaughOutLoud"", ""#ShareTheFunny""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,test,"Values presenting a polished, put-together look","beauty, nails, and personal style"
Follows comedy creators and prank content,comedy and humor content,0.7,explicit_positive,406283,1775795604,"04:33, 04/10/2026","[""#ComedyGold"", ""#LaughOutLoud"", ""#ShareTheFunny""]",Facebook: commented,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,test,Values memory-keeping and shared cultural references,nostalgia and throwback memories
